00003	ALDH2	NP_000681.2	Alcohol sensitivity, acute	16440063,6582480,4065146,2987944,7593603,8903321,10780266,15654505,10627091,16046871
02217	IKBKG	NP_001093326.2	Ectodermal dysplasia, anhidrotic, with immunodeficiency, osteopetrosis, and lymphedema	10839543,11242109
02217	IKBKG	NP_001093326.2	Incontinentia pigmenti, type II	10839543,11590134
02217	IKBKG	NP_001093326.2	Ectodermal dysplasia, hypohidrotic, with immune deficiency	11047757,11179023,11484156,11224521,12045264,14726382,117248,16228229
02217	IKBKG	NP_001093326.2	Hyper-IgM immunodeficiency, X-linked, with ectodermal dysplasia, hypohidrotic	11224521
02217	IKBKG	NP_001093326.2	Ectodermal dysplasia, anhidrotic, with immune deficiency	11242109,16379012
02217	IKBKG	NP_001093326.2	Immunodeficiency, isolated	15356572,15577852,16532398,12459250
02217	IKBKG	NP_001093326.2	Mycobacterial disease, susceptibility to, X-linked, 1	16818673
02217	IKBKG	NP_001093326.2	Invasive pneumococcal disease, recurrent isolated, 2	16950813
02217	IKBKG	NP_001093326.2	Incontinentia pigmenti, type II, atypical	9450877,11179023
02223	HSD17B10	NP_004484.1	Mental retardation, X-linked, syndromic 10	10521307,17236142
02223	HSD17B10	NP_004484.1	2-@methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency	12696021,16148061
02225	ZIC3	NP_003404.1	Transposition of great arteries, X-linked	10980576
02225	ZIC3	NP_003404.1	Congenital heart disease, non-heterotaxy	14681828
02225	ZIC3	NP_003404.1	HeterotaXY, visceral, X-linked	9354794,14681828
02226	ARHGEF6	NP_004831.1	Mental retardation, X-linked 46	11017088
02229	NSDHL	NP_057006.1	Child syndrome	10710235,11907515
02232	NYX	NP_072089.1	Night blindness, congenital stationary, type 1	11062471,11062472,16670814
02242	FOXP3	NP_054728.2	Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked	11137992,11295725,10706361,11137993,11120765,14671208,16741580
02248	BTK	NP_000052.1	Agammaglobulinemia and isolated growth hormone deficiency, X-linked	8013627
02248	BTK	NP_000052.1	Hypoagammaglobulinemia, X-linked	8164701,2896233,8164707,4697357,7849697
02248	BTK	NP_000052.1	Agammaglobulinemia, X-linked	8380905,8090769,8162018,11445810,8644706,7849697,7849721,7880320,8162056,10678660,11586956,11564824,12768435
02248	BTK	NP_000052.1	Agammaglobulinemia, X-linked, mild	8758136
02251	CUL4B	NP_003579.3	Cabezas syndrome	17236139,10978355
02251	CUL4B	NP_003579.3	Mental retardation-hypotonic facies syndrome, X-linked, 2	8135271,17273978
02253	TBX22	NP_058650.1	Cleft palate with ankyloglossia	11559848,2563678,12374769,14729838
02255	USP26	NP_114113.1	Sertoli cell-only syndrome, susceptibility to	15562280
02275	NLGN3	NP_061850.2	Autism, X-linked, susceptibility to, 1	12669065,15152050,15150161
02287	TIMM8A	NP_004076.1	Mohr-Tranebjaerg syndrome	8841189,10878669,11601506,15037720,11405816,15710860
02300	ABCD1	NP_000024.2	Adrenoleukodystrophy	7904210,7811247,8535452,7849723,7849718,8040304,9702690,11810273
02300	ABCD1	NP_000024.2	Addison disease	8040304
02300	ABCD1	NP_000024.2	Adrenomyeloneuropathy	8566952,8040304,11739809
02303	DMD	NP_003997.1	Becker muscular dystrophy	1632439,8322822,1577476,8401537,7951253,8279470,7881286,8301652,9410897,11039581,12754707
02303	DMD	NP_003997.1	Becker muscular dystrophy, atypical	1757094,2677830,1996328,12522557
02303	DMD	NP_003997.1	Duchenne muscular dystrophy	2071150,1549596,8301652,1601417,1383546,1513469,8499922,8401582,8199594,7881286,7649554,7825571,7581396,1483053,7951253,1307253,8160755,7981590,2383276,2040695,8401539,8364587,1301174,8281150,10909857,15643612
02303	DMD	NP_003997.1	Intermediate muscular dystrophy	7951253,8160755,8301652
02303	DMD	NP_003997.1	Cardiomyopathy, dilated, 3B	8361506,8277968,8123157,7825571,8789442,9170407,9683584
02303	DMD	NP_003997.1	Duchenne muscular dystrophy, mental retardation, and absence of ERG B-wave	8817332
02307	ARX	NP_620689.1	Hydranencephaly with abnormal genitalia	14722918
02307	ARX	NP_620689.1	Corpus callosum, agenesis of, with abnormal genitalia	1605226,14722918
02307	ARX	NP_620689.1	Infantile spasm syndrome, X-linked	11889467,10334471,9307258,10353782,3177452,12376938,12376946,8826464,11971879,12376949,10398246,12640086,15151512,5008734,15200506,16078051
02307	ARX	NP_620689.1	Mental retardation, X-linked 54	11971879
02307	ARX	NP_620689.1	Myoclonic epilepsy, X-linked, with mental retardation and spasticity	12177367,11889467
02307	ARX	NP_620689.1	Lissencephaly, X-linked, with ambiguous genitalia	12379852,12874405
02308	CFP	NP_002612.1	Properdin deficiency, type II	3380115,8530058
02308	CFP	NP_002612.1	Properdin deficiency, type I	7151327,8530058,10909851
02308	CFP	NP_002612.1	Properdin deficiency, type III	8871668
02309	EMD	NP_000108.1	Emery-Dreifuss muscular dystrophy	7894480,8595406,8655156,10323252,10382909,9536090
02311	CD40LG	NP_000065.1	Immunodeficiency with hyper-IgM, type 1	7678782,1385114,7679801,7679206,7717401,8094231,7586644
02312	CHM	NP_000381.1	Choroideremia, Salla type	1302003
02312	CHM	NP_000381.1	Choroideremia	1598901,8477262,7981670,12827496
02313	AMELX	NP_872621.1	Amelogenesis imperfecta, X-linked 1	1916828,8406474,7782077,1483698,11922868,7599636,5225441,4623931,9188994,10669095,11201048,11839357,15111628
02314	WAS	NP_000368.1	Neutropenia, severe congenital, X-linked	11242115
02314	WAS	NP_000368.1	Thrombocytopenia, X-linked, intermittent	11877312
02314	WAS	NP_000368.1	Wiskott-Aldrich syndrome, somatic	16511828
02314	WAS	NP_000368.1	Thrombocytopenia, X-linked	7795648,8757563,11167787
02314	WAS	NP_000368.1	Wiskott-Aldrich syndrome	8069912,8682510,7753869,11447283,9657775,8673127,12073025,12199801,8595430,12351383,14566484,16511828,17065640
02314	WAS	NP_000368.1	Wiskott-Aldrich syndrome, attenuated	8528198
02316	TAZ	NP_000107.1	Left ventricular noncompaction, isolated	11238270
02316	TAZ	NP_000107.1	Barth syndrome	8630491,6142097,1998334,8434619,1719174,9345098,11735032,11238270,12032589
02316	TAZ	NP_000107.1	Noncompaction of left ventricular myocardium, familial isolated	9332651,9382097
02316	TAZ	NP_000107.1	Cardiomyopathy, dilated, 3A	9382096,7616547
02321	PLP1	NP_000524.3	Pelizaeus-Merzbacher disease	2773936,3827224,2479017,2480601,1707231,1715570,1720927,1384324,1376966,7573159,8659540,9633722,9634530,10878666,7574457,11071483
02321	PLP1	NP_000524.3	Pelizaeus-Merzbacher disease, connatal	7683951,8696336,9482656
02321	PLP1	NP_000524.3	Spastic paraplegia 2	8320699,8012387,14452137,7522741,9427151,14745569,8956049,9489796
02321	PLP1	NP_000524.3	Pelizaeus-Merzbacher disease, mild	8786077,8723686
02321	PLP1	NP_000524.3	Pelizaeus-Merzbacher disease, atypical	9056547,11071483,12325077
02330	PHF6	NP_115834.1	Borjeson-Forssman-Lehmann syndrome	12415272,15241480,13871358,15466013,15994862
02331	MTM1	NP_000243.1	Myotubular myopathy, X-linked	8640223,7611280,9199578,9285787,9305655,9450905,10790201,11552027,12707446,12859411,10726846,12522554
02336	NLGN4X	NP_065793.1	Autism, X-linked, susceptibility to, 2	12669065,15150161
02336	NLGN4X	NP_065793.1	Mental retardation, X-linked	14963808
02337	ARHGEF9	NP_056000.1	Hyperekplexia and epilepsy	15215304
02344	SLC6A14	NP_009162.1	Obesity, susceptibility to, X-linked	14660752
02347	EDA	NP_001390.1	Hypodontia, X-linked	16583127
02347	EDA	NP_001390.1	Ectodermal dysplasia, anhidrotic, X-linked	8696334,9507389,9683615,11378824,9856856,9736768
02351	NHS	NP_938011.1	Nance-Horan syndrome	14564667,2246772,16736028,15623749,458526
02354	PQBP1	NP_005701.1	Renpenning syndrome	3177467,14634649,9599645,11950858,15811016,7943045,15024694,13981686,9545405,16493439
02354	PQBP1	NP_005701.1	Golabi-Ito-Hall syndrome	6711604,16740914
02355	GPR143	NP_000264.1	Albinism, ocular, type I	7647783,1652548,8634705,9529334,9887374,1427786,8400292
02356	ALAS2	NP_000023.2	Anemia, hereditary sideroblastic	1570328,8107717,7949148,7705839,9858242,10444183,11110715,12031592,12531813,12663458
02356	ALAS2	NP_000023.2	Anemia, hereditary sideroblastic, late-onset	7560104
02356	ALAS2	NP_000023.2	Anemia, hereditary sideroblastic, pyridoxine refractory	9226183
02363	COL4A5	NP_203699.1	Alport syndrome without hearing loss or ocular lesions, X-linked	1352287
02363	COL4A5	NP_203699.1	Alport syndrome, X-linked	2349482,6650503,1672282,1783380,1330889,1363780,1376965,1635357,1352287,7706490,8825605,8651292,9150741,12796257
02364	COL4A6	NP_001838.2	Leiomyomatosis, diffuse, with alport syndrome	8356449
02365	OPN1MW	NP_000504.1	Colorblindness, Deutan	12051694
02365	OPN1MW	NP_000504.1	Deuteranomaly	1302020
02365	OPN1MW	NP_000504.1	Blue cone monochromacy	1302020,8666378
02366	OPN1LW	NP_064445.1	Colorblindness, protan	12051694
02366	OPN1LW	NP_064445.1	Red-cone polymorphism	1557123
02366	OPN1LW	NP_064445.1	Blue cone monochromacy	1557123,8666378,11772996
02366	OPN1LW	NP_064445.1	Blue-cone monochromacy	8213841
02367	GJB1	NP_000157.1	Charcot-Marie-tooth disease, X-linked	8266101,7477983,8162049,10071100,10487913,9099841,11891346,8757034,11734543,11723288,12297581,12707076,15470753,15852376,15241803,15947997
02368	AVPR2	NP_000045.1	Diabetes insipidus, nephrogenic, X-linked	1356229,1303271,4886456,5309332,8479490,8479491,8104196,8078903,7714087,9171234,9369448,9329382,9711877,11134505,15872203,1303257,10770218,11232028
02368	AVPR2	NP_000045.1	Nephrogenic syndrome of inappropriate antidiuresis	15872203
02372	GATA1	NP_002040.1	Dyserythropoietic anemia with thrombocytopenia	10700180
02372	GATA1	NP_002040.1	Macrothrombocytopenia, X-linked	11418466,11675338,11809723
02372	GATA1	NP_002040.1	Leukemia, megakaryoblastic, of down syndrome	12172547
02372	GATA1	NP_002040.1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	12200364
02372	GATA1	NP_002040.1	Leukemia, megakaryoblastic	15070711
02372	GATA1	NP_002040.1	Anemia, X-linked, without thrombocytopenia	16783379,15895080
02377	G6PD	NP_000393.4	Glucose-6-phosphate dehydrogenase variants, molecular defect unknown	1276080,848857,241700,3610149,730178,3348252,5643703,7316485,23402,624546,7076249,3706292,532804,6500558,5359663,4397065,5770172,2917200,3980015,7358391,5316621,4753845,7390473,14260699,5779160,7055648,5653554,4085453,3681551,4728291,4380311,144081,859288,7407414,7364565,5580403,7450778,3198117,4398877,2063914,3114091,2253938,5439677,5365756,5568155,3606560,3369438,7441068,4402065,669721,5435642,14278484,7353072,4666752,7450750,2912886,7250973,5913292,3653894,4261190,4719636,1201235,7148122,7401130,5047808,830903,4283789,4397482,1188317,823756,7259990,1007,4408431,5667020,4398791,6714986,6426235,631849,2307454,4838696,3793116,4141762,4828221,4974311,4749241,4154719,542803,1201217,4007855,15940,5870191,598844,3366466,3565372,5666113,5765510,4435794,3849316,4209318,4029955,511159,6812368,7228057,7327562,18839,4153368,6693129,5930024,5516240,12846,7216225,1002152,5493238,14172618,5674071,4149233,7106752,5925237,5782116,7166314,4252680,6540752,7315103,903703,13756265,14207553,5710590,588239,2321910,921743,5105366,598829,1150271,7450748,5046624,7353069,4151903,5844610,4650733,4246285,1150303,14228003,5364922,2591977,2919631,1008056,4701992,4388268,4152602,16832,5421739,3360447,4398790,835572,4392654,7123903,14470,27443,5673160,5311120,4256637,5011553
02377	G6PD	NP_000393.4	G6PD Nara	8241497
02377	G6PD	NP_000393.4	G6PD Rehovot	11112389
02377	G6PD	NP_000393.4	G6PD Zurich	15466166
02377	G6PD	NP_000393.4	G6PD Varnsdorf	15466166
02377	G6PD	NP_000393.4	G6PD Aveiro	10666231
02377	G6PD	NP_000393.4	G6PD Asahi	11852882,1303173
02377	G6PD	NP_000393.4	G6PD Amsterdam	12130518
02377	G6PD	NP_000393.4	Chronic granuloma and hemolytic anemia	1353664
02377	G6PD	NP_000393.4	G6PD Mediterranean	14278484,5369703,5305539,7203486,6698555,3393536,2912069,1978554,1978555,12768444,1551674,9342374,11445808
02377	G6PD	NP_000393.4	G6PD a+	14278484,6015571,2836867,1924316
02377	G6PD	NP_000393.4	G6PD Portici	1536798
02377	G6PD	NP_000393.4	G6PD Coimbra	1551674
02377	G6PD	NP_000393.4	G6PD Taiwan-Hakka 2	1562739
02377	G6PD	NP_000393.4	G6PD Ierapetra	1611091
02377	G6PD	NP_000393.4	G6PD Pawnee	1611091
02377	G6PD	NP_000393.4	G6PD Santiago	1611091
02377	G6PD	NP_000393.4	G6PD Mexico City	1611091
02377	G6PD	NP_000393.4	G6PD Japan	1611091
02377	G6PD	NP_000393.4	G6PD Split	16143877
02377	G6PD	NP_000393.4	G6PD Loma Linda	1999409
02377	G6PD	NP_000393.4	G6PD Nashville	1999409
02377	G6PD	NP_000393.4	G6PD Gastonia	1999409
02377	G6PD	NP_000393.4	G6PD Santamaria	1999409,6433630
02377	G6PD	NP_000393.4	G6PD Puerto Limon	1999409,7160841
02377	G6PD	NP_000393.4	G6PD Sunderland	2005960,2758468
02377	G6PD	NP_000393.4	G6PD Harilaou	2157298
02377	G6PD	NP_000393.4	G6PD Montalbano	2321910,2253938
02377	G6PD	NP_000393.4	G6PD Andalus	2393028
02377	G6PD	NP_000393.4	G6PD Riverside	2602358
02377	G6PD	NP_000393.4	G6PD Tomah	2602358
02377	G6PD	NP_000393.4	G6PD Beverly Hills	2602358
02377	G6PD	NP_000393.4	G6PD RFLP	2895981,2912069,2897162
02377	G6PD	NP_000393.4	G6PD Kaiping	3198117,4721339,7441068,7390473,7327562
02377	G6PD	NP_000393.4	G6PD Viangchan	3338798,1984194,16155737,16136268
02377	G6PD	NP_000393.4	G6PD Santiago de Cuba	3393536
02377	G6PD	NP_000393.4	G6PD Chatham	3393536,12028056
02377	G6PD	NP_000393.4	G6PD Metaponto	3393536,2253938
02377	G6PD	NP_000393.4	G6PD Iowa	3740052,2602358
02377	G6PD	NP_000393.4	G6PD Canton	4379606,2263506,1562739,5439677,6714986,1201235
02377	G6PD	NP_000393.4	G6PD Mahidol	4650733,2503817,1562739,15349799,11499668
02377	G6PD	NP_000393.4	G6PD Seattle-like	5305539,5770172,2912069,7947250
02377	G6PD	NP_000393.4	G6PD Alhambra	5413384,1611091
02377	G6PD	NP_000393.4	G6PD A-	5448,2840819,3393536,6015571,2836867,1978554,2253938,1999409,7291768,3967887,903703,7106752,7221827,1303173,1631957,10734064
02377	G6PD	NP_000393.4	G6PD Kerala-Kalyan	5673160,6714978
02377	G6PD	NP_000393.4	G6PD Guadalajara	7129446,1611091
02377	G6PD	NP_000393.4	G6PD Cosenza	8447319,16143877
02377	G6PD	NP_000393.4	G6PD Mahidol-like	8471773
02377	G6PD	NP_000393.4	G6PD Gaohe	8471773
02377	G6PD	NP_000393.4	G6PD Quing Yuan	8471773
02377	G6PD	NP_000393.4	G6PD Ilesha	848857,472761,3393536
02377	G6PD	NP_000393.4	G6PD Aures	8490627
02377	G6PD	NP_000393.4	G6PD Orissa	8533762,2255919
02377	G6PD	NP_000393.4	G6PD Nankang	8807322
02377	G6PD	NP_000393.4	G6PD Malaga	8956035
02377	G6PD	NP_000393.4	G6PD Neapolis	9233561
02377	G6PD	NP_000393.4	G6PD Serres	9674740
02380	PHKA2	NP_000283.1	Liver glycogenosis, X-linked, type I	7711737,5306139,2303074,7847371
02380	PHKA2	NP_000283.1	Liver glycogenosis, X-linked, type II	8733134,9835437,8733133,9600238
02382	CYBB	NP_000388.2	Granulomatous disease, chronic, X-linked, somatic mosaic	15308575
02382	CYBB	NP_000388.2	Granulomatous disease, chronic, X-linked	1710153,1719419,2523713,1347621,1438069,8182143,10914676,8634410,9585602,8916969,8900212,10980575,11435314,11997083,15338276,11566256,12094329,11700292,2838754,10828042
02382	CYBB	NP_000388.2	Granulomatous disease, chronic, X-linked, variant	2556453,1710153,9856476,11997083,15338276
02384	F8	NP_000123.1	Factor VIII polymorphism	2497061,2110545
02384	F8	NP_000123.1	Factor VIII (Okayama)	2498882,2506948
02384	F8	NP_000123.1	Hemophilia A	2986011,3097553,3035554,2110545,8485051,8307558,7728145,7662970,2833855,2125022,2567219,1924291,2493803,2106480,6253938,3131627,2831458,2105906,2495245,2473810,2901224,2104766,1569180,1569181,1969840,1523102,2105106,2506948,2109644,3012775,3122181,2510835,2835307,2107542,2159433,2121641,1908817,8069313,1979502,1349567,1301932,1908096,1671991,8322269,8449505,8281136,8497853,8052958,1639429,1301960,8490618,1301194,8054459,1412186,1840568,2887317,11110718,12406074,12351418,11713379,8576960,12884004
02384	F8	NP_000123.1	Hemophilia A, severe	8275087,8281136,11023529,12242334,15431070
02385	F9	NP_000124.1	Hemophilia B Brandenburg	1631121,1631558
02385	F9	NP_000124.1	Hemophilia B Oxford H5	2320433
02385	F9	NP_000124.1	Factor IX, normal variant	2773937
02385	F9	NP_000124.1	Factor IX, DNA polymorphism	2773937
02385	F9	NP_000124.1	Hemophilia B	3009023,2757966,2738071,3461460,2929599,2339358,2743975,2198809,2773937,3790720,2355000,3262389,2762170,2775660,6603618,2087690,2592373,2162822,2563663,2753873,4033760,1346975,5298508,1864609,3181127,2741941,3392024,3243764,2714791,3401602,2494175,2220823,1902289,2066105,6843667,2846283,2841226,3029178,2848757,4045960,3411192,2992643,2875754,2831715,2821070,2370049,1986380,1998585,1958666,1346483,1598234,8318985,1897528,8199596,9590153,10980527,10942410,1615485,12997790,12780784
02385	F9	NP_000124.1	Factor IX polymorphism	3411192
02385	F9	NP_000124.1	Factor IX Malmo	3857619,2450455
02385	F9	NP_000124.1	Hemophilia B (Leyden)	5450691,7062952,3416069,1631121,2352926,2388855,2714791,8478007,2917196,2342576,2004020,1733855,8499951
02385	F9	NP_000124.1	Hemophilia B due to Alu insertion	8478007
02385	F9	NP_000124.1	Warfarin sensitivity	8833911,9233593
02385	F9	NP_000124.1	Hemophilia B(M)	884315,2372509
02387	PHEX	NP_000435.3	Hypophosphatemia, X-linked	7550339,9106524,188828,9768646,3394683,9768674,11502821,16303832
02388	HPRT1	NP_000185.1	HPRT deficiency, partial	1937471,11891689
02388	HPRT1	NP_000185.1	Lesch-Nyhan syndrome, neurologic variant	2358296
02388	HPRT1	NP_000185.1	Gout, HPRT-related	2896620,2909537,6309910,3198771,2928313,3358423,6706936,2246854,2516172,1551676,6204922,7987318
02388	HPRT1	NP_000185.1	Lesch-Nyhan syndrome	2909537,2347587,3198771,1937471,6853716,2928313,3944251,2910902,2323782,1618489,2071157,6087154,3909940,2760209,1639405,1840549,1434518,8664901,11668636
02389	STS	NP_000342.2	Steroid sulfatase deficiency	1539590,3032454,2668275,9252398
02390	SH2D1A	NP_002342.1	Lymphoproliferative syndrome, X-linked, 1	9771704,10694488,3658675,10556288,10691868,10934222,11034354
02391	IL2RG	NP_000197.1	Combined immunodeficiency, X-linked	7883965,9399950
02391	IL2RG	NP_000197.1	Severe combined immunodeficiency, X-linked	8462096,2984567,8401490,7860773,8900089,7557965,9150740
02393	KAL1	NP_000207.2	Kallmann syndrome 1	1594017,1904396,1639422,1518845,9589672,12050219,12727945,17054399
02394	L1CAM	NP_000416.1	Hydrocephalus, X-linked, with hirschsprung disease	11857550,15148591
02394	L1CAM	NP_000416.1	Hydrocephalus, X-linked, with congenital idiopathic intestinal pseudoobstruction	12650797
02394	L1CAM	NP_000416.1	Hydrocephalus, X-linked	1303258,8401576,8401593,7920659,13889294,7881431,9643285,8929944,16650080
02394	L1CAM	NP_000416.1	Crash syndrome	1870106,7562969,8062435
02394	L1CAM	NP_000416.1	Masa syndrome	7920659,7920660,3460961
02394	L1CAM	NP_000416.1	Hydrocephalus, X-linked, with hirschsprung disease and cleft palate	9279760
02395	OCRL	NP_000267.2	Dent disease 2	15627218
02395	OCRL	NP_000267.2	Lowe oculocerebrorenal syndrome	8504307,9632163
02396	LAMP2	NP_001116078.1	Danon disease	10972294,7919972,6450334,6408499,3087571,12112061,15253947,15673802,15907287
02398	FMR1	NP_002015.1	Fragile x mental retardation syndrome	8156595,8490650,7633450,9659908,15805463,7670500,1675488,11445641
